grid_value,pred_mean
79.14,990.7686229997897
79.3457894736842,993.1987370614661
79.55157894736843,998.9176938322181
79.75736842105263,1001.2233247704431
79.96315789473684,1005.5766222620957
80.16894736842106,1008.6232996422307
80.37473684210526,1013.8663097980287
80.58052631578947,1020.1241818092916
80.78631578947369,1024.375814443682
80.9921052631579,1028.7051966260804
81.1978947368421,1032.6464004116533
81.40368421052631,1037.3130781769012
81.60947368421053,1039.3257464162436
81.81526315789473,1043.1148625246487
82.02105263157894,1047.4307162812554
82.22684210526316,1053.3647405023455
82.43263157894737,1055.0912335572725
82.63842105263157,1059.1665369196548
82.84421052631579,1060.9374958535423
83.05,1063.2171869320916
