x,y,pred_mean
66.05000000000001,5.94,973.1417253796478
66.36315789473686,5.94,978.600289012761
66.67631578947369,5.94,980.8817750309315
66.98947368421054,5.94,982.7913111339616
67.30263157894738,5.94,986.4053440768633
67.61578947368422,5.94,990.023302291917
67.92894736842106,5.94,997.8305312242409
68.2421052631579,5.94,1002.3431022895433
68.55526315789474,5.94,1015.0527351066407
68.86842105263159,5.94,1025.4800730743716
69.18157894736842,5.94,1034.7822420667096
69.49473684210527,5.94,1048.110920056516
69.80789473684212,5.94,1058.9627327989529
70.12105263157895,5.94,1070.8145839721733
70.4342105263158,5.94,1081.7984820017134
70.74736842105264,5.94,1098.6810487894868
71.06052631578947,5.94,1113.2766334101639
71.37368421052632,5.94,1124.433145444303
71.68684210526315,5.94,1136.4563344060275
72.0,5.94,1154.0360519450749
66.05000000000001,6.040394736842106,963.7421283502903
66.36315789473686,6.040394736842106,969.1884230801774
66.67631578947369,6.040394736842106,971.6153163564127
66.98947368421054,6.040394736842106,973.5878038035289
67.30263157894738,6.040394736842106,977.0434984011823
67.61578947368422,6.040394736842106,980.9613166915049
67.92894736842106,6.040394736842106,989.7423756722156
68.2421052631579,6.040394736842106,993.9209417256035
68.55526315789474,6.040394736842106,1006.2495097845041
68.86842105263159,6.040394736842106,1016.367139930369
69.18157894736842,6.040394736842106,1025.4507533947103
69.49473684210527,6.040394736842106,1038.633018801594
69.80789473684212,6.040394736842106,1049.2203519203752
70.12105263157895,6.040394736842106,1060.9063035237032
70.4342105263158,6.040394736842106,1071.9016563919524
70.74736842105264,6.040394736842106,1088.7562474485428
71.06052631578947,6.040394736842106,1103.1865416391129
71.37368421052632,6.040394736842106,1113.8336839420692
71.68684210526315,6.040394736842106,1125.8164535489545
72.0,6.040394736842106,1144.0900419482173
66.05000000000001,6.140789473684211,955.6973081754002
66.36315789473686,6.140789473684211,961.1436029052874
66.67631578947369,6.140789473684211,963.7872729557162
66.98947368421054,6.140789473684211,965.8692589512194
67.30263157894738,6.140789473684211,969.6089104305935
67.61578947368422,6.140789473684211,973.685038613389
67.92894736842106,6.140789473684211,982.8742386156053
68.2421052631579,6.140789473684211,986.6694841700224
68.55526315789474,6.140789473684211,999.0160598468021
68.86842105263159,6.140789473684211,1009.224023944995
69.18157894736842,6.140789473684211,1018.4343000451747
69.49473684210527,6.140789473684211,1031.6085811785797
69.80789473684212,6.140789473684211,1042.2281641360705
70.12105263157895,6.140789473684211,1054.2094781587532
70.4342105263158,6.140789473684211,1065.2636987689382
70.74736842105264,6.140789473684211,1082.06957047069
71.06052631578947,6.140789473684211,1096.4998646612596
71.37368421052632,6.140789473684211,1107.1470069642157
71.68684210526315,6.140789473684211,1119.1297765711013
72.0,6.140789473684211,1137.7283459918694
66.05000000000001,6.241184210526316,947.5575932172854
66.36315789473686,6.241184210526316,953.043609452549
66.67631578947369,6.241184210526316,955.7843987502896
66.98947368421054,6.241184210526316,958.0233341006314
67.30263157894738,6.241184210526316,961.7437081606507
67.61578947368422,6.241184210526316,965.8838001606505
67.92894736842106,6.241184210526316,974.9501401283314
68.2421052631579,6.241184210526316,978.5100055490548
68.55526315789474,6.241184210526316,991.4830678294151
68.86842105263159,6.241184210526316,1001.7314675741987
69.18157894736842,6.241184210526316,1011.1370823840557
69.49473684210527,6.241184210526316,1024.476286581977
69.80789473684212,6.241184210526316,1035.054518023339
70.12105263157895,6.241184210526316,1046.9871126911828
70.4342105263158,6.241184210526316,1058.0413333013678
70.74736842105264,6.241184210526316,1074.8472050031196
71.06052631578947,6.241184210526316,1089.5154233872377
71.37368421052632,6.241184210526316,1100.2993850450323
71.68684210526315,6.241184210526316,1112.282154651918
72.0,6.241184210526316,1130.8736885888152
66.05000000000001,6.341578947368421,940.3323502064787
66.36315789473686,6.341578947368421,945.9098361610108
66.67631578947369,6.341578947368421,948.6493558350953
66.98947368421054,6.341578947368421,951.1091332822114
67.30263157894738,6.341578947368421,955.1235449766391
67.61578947368422,6.341578947368421,959.4551753637359
67.92894736842106,6.341578947368421,968.5032397442332
68.2421052631579,6.341578947368421,971.7011124529549
68.55526315789474,6.341578947368421,984.7986134429923
68.86842105263159,6.341578947368421,995.1355009765834
69.18157894736842,6.341578947368421,1004.5936663874757
69.49473684210527,6.341578947368421,1017.8468334982604
69.80789473684212,6.341578947368421,1028.5327805847835
70.12105263157895,6.341578947368421,1040.6093112741326
70.4342105263158,6.341578947368421,1052.1145596800166
70.74736842105264,6.341578947368421,1068.9204313817684
71.06052631578947,6.341578947368421,1083.6483393357787
71.37368421052632,6.341578947368421,1094.4185235742189
71.68684210526315,6.341578947368421,1106.6762049552979
72.0,6.341578947368421,1125.3198286652269
66.05000000000001,6.441973684210526,932.5273061021156
66.36315789473686,6.441973684210526,938.2050624844778
66.67631578947369,6.441973684210526,940.9445821585623
66.98947368421054,6.441973684210526,943.5535837992268
