grid_value,pred_mean
66.05000000000001,911.6809069585626
66.36315789473686,918.3466146024923
66.67631578947369,921.5095888996518
66.98947368421054,924.5191079059077
67.30263157894738,929.1450430740346
67.61578947368422,933.6212461761853
67.92894736842106,944.0061766160545
68.2421052631579,947.4145914661201
68.55526315789474,960.9132591015293
68.86842105263159,971.7095057994912
69.18157894736842,981.3206280277456
69.49473684210527,995.414108594662
69.80789473684212,1006.9006549875427
70.12105263157895,1019.3174125258331
70.4342105263158,1031.4871825642133
70.74736842105264,1049.2980109003468
71.06052631578947,1064.697683529155
71.37368421052632,1076.2171880369988
71.68684210526315,1088.59021091022
72.0,1106.8214252147357
